"National
Dex","Pokemon
Name",Type,"Kanto Dex #
(RBYFRLG)","Kanto Dex #
(LGPE)","New Dex #
(GSC)","Johto Dex #
(HGSS)","Hoenn Dex #
(RSE)","Hoenn Dex #
(ORAS)","Sinnoh Dex #
(DPBDSP)","Sinnoh Dex #
(Pt)","Unova Dex #
(BW)","Unova Dex #
(B2W2)","Central Kalos Dex #
(XY)","Coastal Kalos Dex #
(XY)","Mount Kalos Dex #
(XY)","Alola Dex #
(SM)","Melemele Dex #
(SM)","Akala Dex #
(SM)","Ula'ula Dex #
(SM)","Poni Dex #
(SM)","Alola Dex #
(USUM)","Melemele Dex #
(USUM)","Akala Dex #
(USUM)","Ula'ula Dex #
(USUM)","Poni Dex #
(USUM)","Galar Dex #
(SwSh)","Isle of Armor Dex #
(SwSh)","Crown Tund Dex #
(SwSh)","Hisui Dex #
(LA)","Paldea Dex #
(SV)",HP,Attack,Defense,"Special
Attack","Special
Defense",Speed,Total,Type I,Type II,Ability I,Ability II,Hidden Ability,Height (ft),Height (m),Weight (lbs),Weight (kg),HP EVs,Attcak EVs,Defense EVs,Special Attack EVs,Special Defense EVs,Speed EVs,"Experience
Value",Catch Rate,"Experience
Growth",Base Friendship,Pokedex Color,Gender Ratio,Egg Cycles,Egg Group I,Egg Group II,"Evolution
Method"
544,Whirlipede,,,,,,,,,,50,44,121,,,,,,,,,,,,,,75,,,,40,55,99,40,79,47,360,Bug,Poison,Poison Point,Swarm,Quick Feet,3′11″,1.2,129,58.5,,,2,,,,126,120,Med Slow,50,Gray,Neutral,15,Bug,,Lv. 30
545,Scolipede,,,,,,,,,,51,45,122,,,,,,,,,,,,,,76,,,,60,100,89,55,69,112,485,Bug,Poison,Poison Point,Swarm,Quick Feet,8′02″,2.5,442,200.5,,,,,,3,243,45,Med Slow,50,Red,Neutral,15,Bug,,
546,Cottonee,,,,,,,,,,52,82,,,,87,87,,47,37,105,105,,50,49,262,,168,,,40,27,60,37,50,66,280,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,1′00″,0.3,1.3,0.6,,,,,,1,56,190,Med Fast,50,Green,Neutral,20,Grass,Fairy,Sun Stone
547,Whimsicott,,,,,,,,,,53,83,,,,88,88,,48,38,106,106,,51,50,263,,169,,,60,67,85,77,75,116,480,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,2′04″,0.7,14.6,6.6,,,,,,2,168,75,Med Fast,50,Green,Neutral,20,Grass,Fairy,
548,Petilil,,,,,,,,,,54,84,,,,85,85,,45,35,103,103,,48,47,,201,,93,104,45,35,50,70,50,30,280,Grass,,Chlorophyll,Own Tempo,Leaf Guard,1′08″,0.5,14.6,6.6,,,,1,,,56,190,Med Fast,50,Green,F (100%),20,Grass,,Sun Stone
549,Lilligant,,,,,,,,,,55,85,,,,86,86,,46,36,104,104,,49,48,,202,,,105,70,60,75,110,75,90,480,Grass,,Chlorophyll,Own Tempo,Leaf Guard,3′07″,1.1,35.9,16.3,,,,2,,,168,75,Med Fast,50,Green,F (100%),20,Grass,,
549.1,Lilligant (Hisuian),Hisuian Form,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,70,105,75,50,75,105,480,Grass,Fighting,Chlorophyll,Hustle,Leaf Guard,3′11″,1.2,42.3,19.2,,2,,,,,168,75,Med Fast,50,Green,F (100%),20,Grass,,
550,Basculin (Red-Striped),,,,,,,,,,56,104,,,60,,,,,,188,,89,80,75,154,,64,,138,70,92,65,80,55,98,460,Water,,Reckless,Adaptability,Mold Breaker,3′03″,1,39.7,18,,,,,,2,161,25,Med Fast,50,Green,Neutral,40,Water 2,,
550.1,Basculin (Blue-STriped),,,,,,,,,,56,104,,,60,,,,,,188,,89,80,75,154,,64,,138,70,92,65,80,55,98,460,Water,,Rock Head,Adaptability,Mold Breaker,3′03″,1,39.7,18,,,,,,2,161,25,Med Fast,50,Green,Neutral,40,Water 2,,
550.2,Basculin (Hisuian),Hisuian Form,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,70,92,65,80,55,98,460,Water,,Rattled,Adaptability,Mold Breaker,3′03″,1,39.7,18,,,,,,2,161,25,Med Fast,50,Green,Neutral,40,Water 2,,294 HP Recoil Damage without Fainting
551,Sandile,,,,,,,,,,57,99,,43,,232,,,104,,301,,,122,,,176,,,267,50,72,35,35,35,65,292,Ground,Dark,Intimidate,Moxie,Anger Point,2′04″,0.7,33.5,15.2,,1,,,,,58,180,Med Slow,50,Brown,Neutral,20,Field,,Lv. 29
552,Krokorok,,,,,,,,,,58,100,,44,,233,,,105,,302,,,123,,,177,,,268,60,82,45,45,45,74,351,Ground,Dark,Intimidate,Moxie,Anger Point,3′03″,1,73.6,33.4,,2,,,,,123,90,Med Slow,50,Brown,Neutral,20,Field,,Lv. 40
553,Krookodile,,,,,,,,,,59,101,,45,,234,,,106,,303,,,124,,,178,,,269,95,117,80,65,70,92,519,Ground,Dark,Intimidate,Moxie,Anger Point,4′11″,1.5,212.3,96.3,,3,,,,,260,45,Med Slow,50,Red,Neutral,20,Field,,
554,Darumaka,,,,,,,,,,60,102,,,,,,,,,,,,,,367,,103,,,70,90,45,15,45,50,315,Fire,,Hustle,,Inner Focus,2′00″,0.6,82.7,37.5,,1,,,,,63,120,Med Slow,50,Red,Neutral,20,Field,,Lv. 35
554.1,Darumaka (Galarian),Galarian Form,,,,,,,,,,,,,,,,,,,,,,,,367,,103,,,70,90,45,15,45,50,315,Ice,,Hustle,,Inner Focus,2′04″,0.7,88.2,40,,1,,,,,63,120,Med Slow,50,White,Neutral,20,Field,,Ice Stone
555,Darmanitan,,,,,,,,,,61,103,,,,,,,,,,,,,,368,,104,,,105,140,55,30,55,95,480,Fire,,Sheer Force,,Zen Mode,4′03″,1.3,204.8,92.9,,2,,,,,168,60,Med Slow,50,Red,Neutral,20,Field,,
555.1,Darmanitan (Zen Mode),,,,,,,,,,61,103,,,,,,,,,,,,,,368,,104,,,105,30,105,140,105,55,540,Fire,Psychic,,,Zen Mode,4′03″,1.3,204.8,92.9,,,,2,,,189,60,Med Slow,50,Blue,Neutral,20,Field,,
555.2,Darmanitan (Galarian),Galarian Form,,,,,,,,,,,,,,,,,,,,,,,,368,,104,,,105,140,55,30,55,95,480,Ice,,Gorilla Tactics,,Zen Mode,5′07″,1.7,264.6,120,,2,,,,,168,60,Med Slow,50,White,Neutral,20,Field,,
555.3,"Darmanitan (Galarian, Zen Mode)",Galarian Form,,,,,,,,,,,,,,,,,,,,,,,,368,,104,,,105,160,55,30,55,135,540,Ice,Fire,Gorilla Tactics,,Zen Mode,5′07″,1.7,264.6,120,,2,,,,,189,60,Med Slow,50,White,Neutral,20,Field,,
556,Maractus,,,,,,,,,,62,119,,,,,,,,,,,,,,296,,,,,75,86,67,106,67,60,461,Grass,,Water Absorb,Chlorophyll,Storm Drain,3′03″,1,61.7,28,,,,2,,,161,255,Med Fast,50,Green,Neutral,20,Grass,,
557,Dwebble,,,,,,,,,,63,115,,23,,,,,,,,,,,,86,122,,,,50,65,85,35,35,55,325,Bug,Rock,Sturdy,Shell Armor,Weak Armor,1′00″,0.3,32,14.5,,,1,,,,65,190,Med Fast,50,Red,Neutral,20,Bug,Mineral,Lv. 34
558,Crustle,,,,,,,,,,64,116,,24,,,,,,,,,,,,87,123,,,,70,105,125,65,75,45,485,Bug,Rock,Sturdy,Shell Armor,Weak Armor,4′07″,1.4,440.9,200,,,2,,,,170,75,Med Fast,50,Red,Neutral,20,Bug,Mineral,
559,Scraggy,,,,,,,,,,65,117,100,,,,,,,,335,,,156,,224,161,,,,50,75,70,35,70,48,348,Dark,Fighting,Shed Skin,Moxie,Intimidate,2′00″,0.6,26,11.8,,1,,,,,70,180,Med Fast,35,Yellow,Neutral,15,Field,Dragon,Lv. 39
560,Scrafty,,,,,,,,,,66,118,101,,,,,,,,336,,,157,,225,162,,,,65,90,115,45,115,58,488,Dark,Fighting,Shed Skin,Moxie,Intimidate,3′07″,1.1,66.1,30,,,1,,1,,171,90,Med Fast,50,Red,Neutral,15,Field,Dragon,
561,Sigilyph,,,,,,,,,,67,120,,90,,,,,,,,,,,,297,,,,,72,58,80,103,80,97,490,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,4′07″,1.4,30.9,14,,,,2,,,172,45,Med Fast,50,Black,Neutral,20,Flying,,
562,Yamask,,,,,,,,,,68,124,,,,,,,,,,,,,,327,,,,,38,30,85,55,65,30,303,Ghost,,Mummy,,,1′08″,0.5,3.3,1.5,,,1,,,,61,190,Med Fast,50,Black,Neutral,25,Mineral,Amorphous,Lv. 34
562.1,Yamask (Galarian),Galarian Form,,,,,,,,,,,,,,,,,,,,,,,,327,,,,,38,55,85,30,65,30,303,Ground,Ghost,Wandering Spirit,,,1′08″,0.5,3.3,1.5,,,1,,,,61,190,Med Fast,50,Black,Neutral,25,Mineral,Amorphous,"Take 49 HP Damage in Battle, Walk under Stone in Dusty Bowl"
563,Cofagrigus,,,,,,,,,,69,125,,,,,,,,,,,,,,329,,,,,58,50,145,95,105,30,483,Ghost,,Mummy,,,5′07″,1.7,168.7,76.5,,,2,,,,169,90,Med Fast,50,Yellow,Neutral,25,Mineral,Amorphous,
564,Tirtouga,Fossil,,,,,,,,,70,126,,,,194,,121,,,241,,142,,,,,147,,,54,78,103,53,45,22,355,Water,Rock,Solid Rock,Sturdy,Swift Swim,2′04″,0.7,36.4,16.5,,,1,,,,71,45,Med Fast,50,Blue,M (87.5%),30,Water 1,Water 3,Lv. 37
565,Carracosta,Fossil,,,,,,,,,71,127,,,,195,,122,,,242,,143,,,,,148,,,74,108,133,83,65,32,495,Water,Rock,Solid Rock,Sturdy,Swift Swim,3′11″,1.2,178.6,81,,,2,,,,173,45,Med Fast,50,Blue,M (87.5%),30,Water 1,Water 3,
566,Archen,Fossil,,,,,,,,,72,128,,,,192,,119,,,239,,140,,,,,149,,,55,112,45,74,45,70,401,Rock,Flying,Defeatist,,,1′08″,0.5,20.9,9.5,,1,,,,,71,45,Med Fast,50,Yellow,M (87.5%),30,Flying,Water 3,Lv. 37
567,Archeops,Fossil,,,,,,,,,73,129,,,,193,,120,,,240,,141,,,,,150,,,75,140,65,112,65,110,567,Rock,Flying,Defeatist,,,4′07″,1.4,70.5,32,,2,,,,,177,45,Med Fast,50,Yellow,M (87.5%),30,Flying,Water 3,
568,Trubbish,,,,,,,,,,74,105,,,74,206,,,78,,264,,,85,,157,,,,,50,50,62,40,62,65,329,Poison,,Stench,Sticky Hold,Aftermath,2′00″,0.6,68.3,31,,,,,,1,66,190,Med Fast,50,Green,Neutral,20,Mineral,,Lv. 36
569,Garbodor,,,,,,,,,,75,106,,,75,207,,,79,,265,,,86,,158,,,,,80,95,92,60,82,75,484,Poison,,Stench,Weak Armor,Aftermath,6′03″,1.9,236.6,107.3,,2,,,,,166,60,Med Fast,50,Green,Neutral,20,Mineral,,
570,Zorua,,,,,,,,,,76,151,,,124,,,,,,28,28,,,12,,87,,,228,40,65,40,80,40,65,330,Dark,,Illusion,,,2′04″,0.7,27.6,12.5,,,,1,,,66,75,Med Slow,50,Gray,M (87.5%),25,Field,,Lv. 30
570.1,Zorua (Hisuian),Hisuian Form,,,,,,,,,,,,,,,,,,,,,,,,,,,219,,35,60,40,85,40,70,330,Normal,Ghost,Illusion,,,2′04″,0.7,27.6,12.5,,,,1,,,66,75,Med Slow,50,Gray,M (87.5%),25,Field,,Lv. 30
571,Zoroark,,,,,,,,,,77,152,,,125,,,,,,29,29,,,13,,88,,,229,60,105,60,120,60,105,510,Dark,,Illusion,,,5′03″,1.6,178.8,81.1,,,,2,,,179,45,Med Slow,50,Gray,M (87.5%),25,Field,,
571.1,Zoroark (Hisuian),Hisuian Form,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,55,100,60,125,60,110,510,Normal,Ghost,Illusion,,,5′03″,1.6,160.9,73,,,,2,,,179,45,Med Slow,50,Gray,M (87.5%),25,Field,,
572,Minccino,,,,,,,,,,78,107,,,,,,,,,266,,,87,,50,,,,,55,50,40,40,40,75,300,Normal,,Cute Charm,Technician,Skill Link,1′04″,0.4,12.8,5.8,,,,,,1,60,255,Fast,50,Gray,F (75%),15,Field,,Shiny Stone
573,Cinccino,,,,,,,,,,79,108,,,,,,,,,267,,,88,,51,,,,,75,95,60,65,60,115,470,Normal,,Cute Charm,Technician,Skill Link,1′08″,0.5,16.5,7.5,,,,,,2,165,60,Fast,50,Gray,F (75%),15,Field,,
574,Gothita,,,,,,,,,,80,136,,,126,,,,,,,,,,,267,,51,,234,45,30,50,55,65,45,290,Psychic,,Frisk,Competitive,Shadow Tag,1′04″,0.4,12.8,5.8,,,,,1,,58,200,Med Slow,50,Purple,F (75%),20,Human-Like,,Lv. 32
575,Gothorita,,,,,,,,,,81,137,,,127,,,,,,,,,,,268,,52,,235,60,45,70,75,85,55,390,Psychic,,Frisk,Competitive,Shadow Tag,2′04″,0.7,39.7,18,,,,,2,,137,100,Med Slow,50,Purple,F (75%),20,Human-Like,,Lv. 41
576,Gothitelle,,,,,,,,,,82,138,,,128,,,,,,,,,,,269,,53,,236,70,55,95,95,110,65,490,Psychic,,Frisk,Competitive,Shadow Tag,4′11″,1.5,97,44,,,,,3,,245,50,Med Slow,50,Purple,F (75%),20,Human-Like,,
577,Solosis,,,,,,,,,,83,139,,115,,,,,,,,,,,,270,,54,,,45,30,40,105,50,20,290,Psychic,,Overcoat,Magic Guard,Regenerator,1′00″,0.3,2.2,1,,,,1,,,58,200,Med Slow,50,Green,Neutral,20,Amorphous,,Lv. 32
578,Duosion,,,,,,,,,,84,140,,116,,,,,,,,,,,,271,,55,,,65,40,50,125,60,30,370,Psychic,,Overcoat,Magic Guard,Regenerator,2′00″,0.6,17.6,8,,,,2,,,130,100,Med Slow,50,Green,Neutral,20,Amorphous,,Lv. 41
579,Reuniclus,,,,,,,,,,85,141,,117,,,,,,,,,,,,272,,56,,,110,65,75,125,85,30,490,Psychic,,Overcoat,Magic Guard,Regenerator,3′03″,1,44.3,20.1,,,,3,,,245,50,Med Slow,50,Green,Neutral,20,Amorphous,,
580,Ducklett,,,,,,,,,,86,153,127,,,,,,,,,,,,,,,,,,62,44,50,44,50,55,305,Water,Flying,Keen Eye,Big Pecks,Hydration,1′08″,0.5,12.1,5.5,1,,,,,,61,190,Med Fast,50,Blue,Neutral,20,Water 1,Flying,Lv. 35
581,Swanna,,,,,,,,,,87,154,128,,,,,,,,,,,,,,,,,,75,87,63,87,63,98,473,Water,Flying,Keen Eye,Big Pecks,Hydration,4′03″,1.3,53.4,24.2,,,,,,2,166,45,Med Fast,50,White,Neutral,20,Water 1,Flying,
582,Vanillite,,,,,,,,,,88,255,,,85,255,,,127,,332,,,153,,72,,22,,,36,50,50,65,60,44,305,Ice,,Ice Body,Snow Cloak,Weak Armor,1′04″,0.4,12.6,5.7,,,,1,,,61,255,Med Fast,50,White,Neutral,20,Mineral,,Lv. 35
583,Vanillish,,,,,,,,,,89,256,,,86,256,,,128,,333,,,154,,73,,23,,,51,65,65,80,75,59,395,Ice,,Ice Body,Snow Cloak,Weak Armor,3′07″,1.1,90.4,41,,,,2,,,138,120,Med Fast,50,White,Neutral,20,Mineral,,Lv. 47
584,Vanilluxe,,,,,,,,,,90,257,,,87,257,,,129,,334,,,155,,74,,24,,,71,95,85,110,95,79,535,Ice,,Ice Body,Snow Warning,Weak Armor,4′03″,1.3,126.8,57.5,,,,3,,,268,45,Med Fast,50,White,Neutral,20,Mineral,,
585,Deerling (Spring),,,,,,,,,,91,159,,,,,,,,,,,,,,,,,,190,60,60,50,40,50,75,335,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,2′00″,0.6,43,19.5,,,,,,1,67,190,Med Fast,50,Pink,Neutral,20,Field,,Lv. 34
585.1,Deerling (Summer),,,,,,,,,,91,159,,,,,,,,,,,,,,,,,,190,60,60,50,40,50,75,335,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,2′00″,0.6,43,19.5,,,,,,1,67,190,Med Fast,50,Green,Neutral,20,Field,,Lv. 34
585.2,Deerling (Autumn),,,,,,,,,,91,159,,,,,,,,,,,,,,,,,,190,60,60,50,40,50,75,335,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,2′00″,0.6,43,19.5,,,,,,1,67,190,Med Fast,50,Red,Neutral,20,Field,,Lv. 34
585.3,Deerling (Winter),,,,,,,,,,91,159,,,,,,,,,,,,,,,,,,190,60,60,50,40,50,75,335,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,2′00″,0.6,43,19.5,,,,,,1,67,190,Med Fast,50,Brown,Neutral,20,Field,,Lv. 34
586,Sawsbuck,,,,,,,,,,92,160,,,,,,,,,,,,,,,,,,191,80,100,70,60,70,95,475,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,6′03″,1.9,203.9,92.5,,2,,,,,166,75,Med Fast,50,Brown,Neutral,20,Field,,
587,Emolga,,,,,,,,,,93,144,,86,,274,,,,89,364,,,,111,,102,,,,55,75,60,75,60,103,428,Electric,Flying,Static,,Motor Drive,1′04″,0.4,11,5,,,,,,2,150,200,Med Fast,50,White,Neutral,20,Field,,
588,Karrablast,,,,,,,,,,94,155,,,22,,,,,,,,,,,273,66,95,,,50,75,45,40,45,60,315,Bug,,Swarm,Shed Skin,No Guard,1′08″,0.5,13,5.9,,1,,,,,63,200,Med Fast,50,Blue,Neutral,15,Bug,,Trade (For Shelmet)
589,Escavalier,,,,,,,,,,95,156,,,23,,,,,,,,,,,274,67,96,,,70,135,105,60,105,20,495,Bug,Steel,Swarm,Shell Armor,Overcoat,3′03″,1,72.8,33,,2,,,,,173,75,Med Fast,50,Gray,Neutral,15,Bug,,
590,Foongus,,,,,,,,,,96,161,,,53,,,,,,,,,,,,77,,,205,69,55,45,55,55,15,294,Grass,Poison,Effect Spore,,Regenerator,0′08″,0.2,2.2,1,1,,,,,,59,190,Med Fast,50,White,Neutral,20,Grass,,Lv. 39
591,Amoonguss,,,,,,,,,,97,162,,,54,,,,,,,,,,,,78,,,206,114,85,70,85,80,30,464,Grass,Poison,Effect Spore,,Regenerator,2′00″,0.6,23.1,10.5,2,,,,,,162,75,Med Fast,50,White,Neutral,20,Grass,,
592,Frillish,,,,,,,,,,98,180,,,,,,,,,318,,,139,,305,192,,,,55,40,50,65,85,40,335,Water,Ghost,Water Absorb,Cursed Body,,3′11″,1.2,72.8,33,,,,,1,,67,190,Med Fast,50,White,Neutral,20,Amorphous,,Lv. 40
593,Jellicent,,,,,,,,,,99,181,,,,,,,,,319,,,140,,306,193,,,,100,60,70,85,105,60,480,Water,Ghost,Water Absorb,Cursed Body,Damp,7′03″,2.2,297.6,135,,,,,2,,168,60,Med Fast,50,White,Neutral,20,Amorphous,,
594,Alomomola,,,,,,,,,,100,182,,149,,157,,84,,,191,,92,,,,,,,336,165,75,80,40,45,65,470,Water,,Healer,Hydration,Regenerator,3′11″,1.2,69.7,31.6,2,,,,,,165,75,Fast,50,Pink,Neutral,40,Water 1,Water 2,
595,Joltik,,,,,,,,,,101,173,,,,,,,,,,,,,,64,,93,,,50,47,50,57,50,65,319,Bug,Electric,Compoundeyes,Unnerve,Swarm,0′04″,0.1,1.3,0.6,,,,,,1,64,190,Med Fast,50,Yellow,Neutral,20,Bug,,Lv. 36
596,Galvantula,,,,,,,,,,102,174,,,,,,,,,,,,,,65,,94,,,70,77,60,97,60,108,472,Bug,Electric,Compoundeyes,Unnerve,Swarm,2′07″,0.8,31.5,14.3,,,,,,2,165,75,Med Fast,50,Yellow,Neutral,20,Bug,,
597,Ferroseed,,,,,,,,,,103,175,,69,,,,,,,,,,,,189,,179,,,44,50,91,24,86,10,305,Grass,Steel,Iron Barbs,,,2′00″,0.6,41.4,18.8,,,1,,,,61,255,Med Fast,50,Gray,Neutral,20,Grass,Mineral,Lv. 40
598,Ferrothorn,,,,,,,,,,104,176,,70,,,,,,,,,,,,190,,180,,,74,94,131,54,116,20,489,Grass,Steel,Iron Barbs,,,3′03″,1,242.5,110,,,2,,,,171,90,Med Fast,50,Gray,Neutral,20,Grass,Mineral,
599,Klink,,,,,,,,,,105,130,,,,,,,,,,,,,,113,,,,,40,55,70,45,60,30,300,Steel,,Plus,Minus,Clear Body,1′00″,0.3,46.3,21,,,1,,,,60,130,Med Slow,50,Gray,None,20,Mineral,,Lv. 38
600,Klang,,,,,,,,,,106,131,,,,,,,,,,,,,,114,,,,,60,80,95,70,85,50,440,Steel,,Plus,Minus,Clear Body,2′00″,0.6,112.4,51,,,2,,,,154,60,Med Slow,50,Gray,None,20,Mineral,,Lv. 49
601,Klinklang,,,,,,,,,,107,132,,,,,,,,,,,,,,115,,,,,60,100,115,70,85,90,520,Steel,,Plus,Minus,Clear Body,2′00″,0.6,178.6,81,,,3,,,,260,30,Med Slow,50,Gray,None,20,Mineral,,
602,Tynamo,,,,,,,,,,108,177,,,,,,,,,,,,,,,,,,341,35,55,40,45,40,60,275,Electric,,Levitate,,,0′08″,0.2,0.7,0.3,,,,,,1,55,190,Slow,50,White,Neutral,20,Amorphous,,Lv. 39
603,Eelektrik,,,,,,,,,,109,178,,,,,,,,,,,,,,,,,,342,65,85,70,75,70,40,405,Electric,,Levitate,,,3′11″,1.2,48.5,22,,2,,,,,142,60,Slow,50,Blue,Neutral,20,Amorphous,,Thunder Stone
604,Eelektross,,,,,,,,,,110,179,,,,,,,,,,,,,,,,,,343,85,115,80,105,80,50,515,Electric,,Levitate,,,6′11″,2.1,177.5,80.5,,3,,,,,258,30,Slow,50,Blue,Neutral,20,Amorphous,,
605,Elgyem,,,,,,,,,,111,188,,,,,,,,,275,,,96,,277,,,,,55,55,55,85,55,30,335,Psychic,,Telepathy,Synchronize,Analytic,1′08″,0.5,19.8,9,,,,1,,,67,255,Med Fast,50,Blue,Neutral,20,Human-Like,,Lv. 42
606,Beheeyem,,,,,,,,,,112,189,,,,,,,,,276,,,97,,278,,,,,75,75,75,125,95,40,485,Psychic,,Telepathy,Synchronize,Analytic,3′03″,1,76.1,34.5,,,,2,,,170,90,Med Fast,50,Brown,Neutral,20,Human-Like,,
607,Litwick,,,,,,,,,,113,190,,,65,,,,,,,,,,,287,,48,,,50,30,55,65,55,20,275,Ghost,Fire,Flash Fire,Flame Body,Shadow Tag,1′00″,0.3,6.8,3.1,,,,1,,,55,190,Med Slow,50,White,Neutral,20,Amorphous,,Lv. 41
608,Lampent,,,,,,,,,,114,191,,,66,,,,,,,,,,,288,,49,,,60,40,60,95,60,55,370,Ghost,Fire,Flash Fire,Flame Body,Shadow Tag,2′00″,0.6,28.7,13,,,,2,,,130,90,Med Slow,50,Black,Neutral,20,Amorphous,,Dusk Stone
609,Chandelure,,,,,,,,,,115,192,,,67,,,,,,,,,,,289,,50,,,60,55,90,145,90,80,520,Ghost,Fire,Flash Fire,Flame Body,Shadow Tag,3′03″,1,75.6,34.3,,,,3,,,260,45,Med Slow,50,Black,Neutral,20,Amorphous,,
610,Axew,,,,,,,,,,116,183,148,,,,,,,,,,,,,324,,,,155,46,87,60,30,40,57,320,Dragon,,Rivalry,Mold Breaker,Unnerve,2′00″,0.6,39.7,18,,1,,,,,64,75,Slow,35,Green,Neutral,40,Monster,Dragon,Lv. 38
611,Fraxure,,,,,,,,,,117,184,149,,,,,,,,,,,,,325,,,,156,66,117,70,40,50,67,410,Dragon,,Rivalry,Mold Breaker,Unnerve,3′03″,1,79.4,36,,2,,,,,144,60,Slow,35,Green,Neutral,40,Monster,Dragon,Lv. 48
612,Haxorus,,,,,,,,,,118,185,150,,,,,,,,,,,,,326,,,,157,76,147,90,60,70,97,540,Dragon,,Rivalry,Mold Breaker,Unnerve,5′11″,1.8,232.6,105.5,,3,,,,,270,45,Slow,35,Yellow,Neutral,40,Monster,Dragon,
613,Cubchoo,,,,,,,,,,119,195,,,81,,,,,,,,,,,279,,121,,355,55,70,40,60,40,40,305,Ice,,Snow Cloak,Slush Rush,Rattled,1′08″,0.5,18.7,8.5,,1,,,,,61,120,Med Fast,50,White,Neutral,20,Field,,Lv. 37
614,Beartic,,,,,,,,,,120,196,,,82,,,,,,,,,,,280,,122,,356,95,130,80,70,80,50,505,Ice,,Snow Cloak,Slush Rush,Swift Swim,8′06″,2.6,573.2,260,,2,,,,,177,60,Med Fast,50,White,Neutral,20,Field,,
615,Cryogonal,,,,,,,,,,121,197,,,111,,,,,,,,,,,,,30,,360,80,50,50,95,135,105,515,Ice,,Levitate,,,3′07″,1.1,326.3,148,,,,,2,,180,25,Med Fast,50,Blue,None,25,Mineral,,
616,Shelmet,,,,,,,,,,122,157,,,24,,,,,,,,,,,275,64,97,,,50,40,85,40,65,25,305,Bug,,Hydration,Shell Armor,Overcoat,1′04″,0.4,17,7.7,,,1,,,,61,200,Med Fast,50,Red,Neutral,15,Bug,,Trade (For Karrablast)
617,Accelgor,,,,,,,,,,123,158,,,25,,,,,,,,,,,276,65,98,,,80,70,40,100,60,145,495,Bug,,Hydration,Sticky Hold,Unburden,2′07″,0.8,55.8,25.3,,,,,,2,173,75,Med Fast,50,Red,Neutral,15,Bug,,
618,Stunfisk,,,,,,,,,,124,231,,,39,,,,,,,,,,,226,,,,,109,66,84,81,99,32,471,Ground,Electric,Static,Limber,Sand Veil,2′04″,0.7,24.3,11,2,,,,,,165,75,Med Fast,70,Brown,Neutral,20,Water 1,Amorphous,
618.1,Stunfisk (Galarian),Galarian Form,,,,,,,,,,,,,,,,,,,,,,,,226,,,,,109,81,99,66,84,32,471,Ground,Steel,Mimicry,,,2′04″,0.7,45.2,20.5,2,,,,,,165,75,Med Fast,70,Green,Neutral,20,Water 1,Amorphous,
619,Mienfoo,,,,,,,,,,125,219,,3,,,,,,,359,,,,106,,163,,,,45,85,50,55,50,65,350,Fighting,,Inner Focus,Regenerator,Reckless,2′11″,0.9,44.1,20,,1,,,,,70,180,Med Slow,50,Yellow,Neutral,25,Field,Human-Like,Lv. 50
620,Mienshao,,,,,,,,,,126,220,,4,,,,,,,360,,,,107,,164,,,,65,125,60,95,60,105,510,Fighting,,Inner Focus,Regenerator,Reckless,4′07″,1.4,78.3,35.5,,2,,,,,179,45,Med Slow,50,Purple,Neutral,25,Field,Human-Like,
621,Druddigon,,,,,,,,,,127,270,,,141,,,,,,374,,,,121,,63,119,,,77,120,90,60,90,48,485,Dragon,,Rough Skin,Sheer Force,Mold Breaker,5′03″,1.6,306.4,139,,2,,,,,170,45,Med Fast,50,Red,Neutral,30,Dragon,Monster,
622,Golett,,,,,,,,,,128,271,,91,,,,,,,312,,,133,,88,,153,,,59,74,50,35,50,35,303,Ground,Ghost,Iron Fist,Klutz,No Guard,3′03″,1,202.8,92,,1,,,,,61,190,Med Fast,50,Green,None,25,Mineral,,Lv. 43
623,Golurk,,,,,,,,,,129,272,,92,,,,,,,313,,,134,,89,,154,,,89,124,80,55,80,55,483,Ground,Ghost,Iron Fist,Klutz,No Guard,9′02″,2.8,727.5,330,,2,,,,,169,90,Med Fast,50,Green,None,25,Mineral,,
624,Pawniard,,,,,,,,,,130,223,,,48,,,,,,337,,,158,,246,29,,,367,45,85,70,40,40,60,340,Dark,Steel,Defiant,Inner Focus,Pressure,1′08″,0.5,22.5,10.2,,1,,,,,68,120,Med Fast,35,Red,Neutral,20,Human-Like,,Lv. 52
625,Bisharp,,,,,,,,,,131,224,,,49,,,,,,338,,,159,,247,30,,,368,65,125,100,60,70,70,490,Dark,Steel,Defiant,Inner Focus,Pressure,5′03″,1.6,154.3,70,,2,,,,,172,45,Med Fast,35,Red,Neutral,20,Human-Like,,Level Up (After Defeating 3 Leader Bisharp)
